title,City,full_address,rank_in_city,total_in_rank_list,overall_rating,count_of_reviews,Excellet_count,VGood_count,Average_count,Poor_count,Terrible_count,full_link,link,rank_quartile,Room Count
Palace Inn Houston Airport,Houston,"1202 N Sam Houston Pkwy E, Houston, TX 77032-2930",459,517,1,2,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g56003-d665252-Reviews-Palace_Inn_Houston_Airport-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d665252-Reviews-Palace_Inn_Houston_Airport-Houston_Texas.html,4,33
Palace Inn Antoine,Houston,"3421 Antoine Dr, Houston, TX 77092-7058",460,517,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d4136717-Reviews-Palace_Inn_Antoine-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d4136717-Reviews-Palace_Inn_Antoine-Houston_Texas.html,4,31
Best Classic Inn,Houston,"13611 Rankin Cir W, Houston, TX 77073-4306",461,517,1,4,0,0,0,0,4,https://www.tripadvisor.com/Hotel_Review-g56003-d99091-Reviews-Best_Classic_Inn-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d99091-Reviews-Best_Classic_Inn-Houston_Texas.html,4,60
Hotel Preet Northwest,Houston,"14996 Northwest Fwy, Houston, TX 77040-4023",462,517,1,6,0,0,0,0,6,https://www.tripadvisor.com/Hotel_Review-g56003-d98976-Reviews-Hotel_Preet_Northwest-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d98976-Reviews-Hotel_Preet_Northwest-Houston_Texas.html,4,193
Eagle Inn & Suites,Houston,"4865 North Fwy, Houston, TX 77022-2517",463,517,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d634695-Reviews-Eagle_Inn_Suites-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d634695-Reviews-Eagle_Inn_Suites-Houston_Texas.html,4,20
Baron Inn,Houston,"4823 W 34th St, Houston, TX 77092-6603",466,517,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d1631148-Reviews-Baron_Inn-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d1631148-Reviews-Baron_Inn-Houston_Texas.html,4,40
Palace Inn 290 - Fairbanks,Houston,"14029 Northwest Fwy, Houston, TX 77040-5117",469,517,1,2,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g56003-d4685786-Reviews-Palace_Inn_290_Fairbanks-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d4685786-Reviews-Palace_Inn_290_Fairbanks-Houston_Texas.html,4,27
Houston Days Inn Downtown / Medical Center,Houston,"4640 Main St, Houston, TX 77002-0007",470,517,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d108029-Reviews-Houston_Days_Inn_Downtown_Medical_Center-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d108029-Reviews-Houston_Days_Inn_Downtown_Medical_Center-Houston_Texas.html,4,194
Lotus Inn,Houston,"3510 Telephone Rd, Houston, TX 77023-5406",471,517,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g56003-d4607626-Reviews-Lotus_Inn-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d4607626-Reviews-Lotus_Inn-Houston_Texas.html,4,42
Palace Inn - Willowbrook Mall,Houston,"12951 Willow Centre Dr, Houston, TX 77066-3021",472,517,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g56003-d12679651-Reviews-Palace_Inn_Willowbrook_Mall-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d12679651-Reviews-Palace_Inn_Willowbrook_Mall-Houston_Texas.html,4,50
Champions Lodge,Houston,"4726 Fm 1960 Rd W, Houston, TX 77069-4606",473,517,1,3,0,0,0,0,3,https://www.tripadvisor.com/Hotel_Review-g56003-d257503-Reviews-Champions_Lodge-Houston_Texas.html,https://www.tripadvisor.com/Hotel_Review-g56003-d257503-Reviews-Champions_Lodge-Houston_Texas.html,4,70
La Jolla Village Lodge,LaJollaSanDiego,"1141 Silverado St, La Jolla, San Diego, CA 92037-4525",19,24,4,90,34,35,12,4,1,https://www.tripadvisor.com/Hotel_Review-g32578-d77438-Reviews-La_Jolla_Village_Lodge-La_Jolla_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g32578-d77438-Reviews-La_Jolla_Village_Lodge-La_Jolla_San_Diego_California.html,3,30
Sands Of La Jolla,LaJollaSanDiego,"5417 La Jolla Blvd, La Jolla, San Diego, CA 92037-7696",20,24,3.5,74,9,22,16,10,7,https://www.tripadvisor.com/Hotel_Review-g32578-d281297-Reviews-Sands_Of_La_Jolla-La_Jolla_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g32578-d281297-Reviews-Sands_Of_La_Jolla-La_Jolla_San_Diego_California.html,3,39
La Jolla Inn,LaJollaSanDiego,"1110 Prospect St, La Jolla, San Diego, CA 92037-4533",21,24,3,44,7,11,10,4,11,https://www.tripadvisor.com/Hotel_Review-g32578-d77420-Reviews-La_Jolla_Inn-La_Jolla_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g32578-d77420-Reviews-La_Jolla_Inn-La_Jolla_San_Diego_California.html,4,20
Biltmore Motel,LaJollaSanDiego,"5385 La Jolla Blvd, La Jolla, San Diego, CA 92037-7917",22,24,2,16,2,1,0,1,10,https://www.tripadvisor.com/Hotel_Review-g32578-d6533637-Reviews-Biltmore_Motel-La_Jolla_San_Diego_California.html,https://www.tripadvisor.com/Hotel_Review-g32578-d6533637-Reviews-Biltmore_Motel-La_Jolla_San_Diego_California.html,4,16
Budget Inn Hollywood,LosAngeles,"6830 W Sunset Blvd, Los Angeles, CA 90028-7008",311,357,1.5,127,0,2,10,6,40,https://www.tripadvisor.com/Hotel_Review-g32655-d1186068-Reviews-Budget_Inn_Hollywood-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d1186068-Reviews-Budget_Inn_Hollywood-Los_Angeles_California.html,4,18
777 Motor Inn,LosAngeles,"4781 North Sepulveda Boulevard, Los Angeles, CA 91403",312,357,2.5,11,0,2,2,5,2,https://www.tripadvisor.com/Hotel_Review-g32655-d817023-Reviews-777_Motor_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d817023-Reviews-777_Motor_Inn-Los_Angeles_California.html,4,40
Horizon Inn Motel,LosAngeles,"1645 Pacific Coast Hwy, Los Angeles, CA 90710-2627",313,357,3.5,6,1,1,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d3337599-Reviews-Horizon_Inn_Motel-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d3337599-Reviews-Horizon_Inn_Motel-Los_Angeles_California.html,4,14
Hyland Motel Van Nuys,LosAngeles,"7041 Sepulveda Blvd, Los Angeles, CA 91405-2959",314,357,2,24,1,5,2,3,13,https://www.tripadvisor.com/Hotel_Review-g32655-d1229893-Reviews-Hyland_Motel_Van_Nuys-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d1229893-Reviews-Hyland_Motel_Van_Nuys-Los_Angeles_California.html,4,34
Foxy's Motor Inn,LosAngeles,"7111 S Hoover St, Los Angeles, CA 90044-5229",315,357,1.5,3,0,0,0,0,2,https://www.tripadvisor.com/Hotel_Review-g32655-d8010210-Reviews-Foxy_s_Motor_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d8010210-Reviews-Foxy_s_Motor_Inn-Los_Angeles_California.html,4,20
Hollywood Premiere Motel,LosAngeles,"5333 Hollywood Blvd, Los Angeles, CA 90027-4910",316,357,2,12,0,1,0,1,6,https://www.tripadvisor.com/Hotel_Review-g32655-d77262-Reviews-Hollywood_Premiere_Motel-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d77262-Reviews-Hollywood_Premiere_Motel-Los_Angeles_California.html,4,42
The Royal Santa Monica Motel,LosAngeles,"10811 Santa Monica Blvd, Los Angeles, CA 90025-4601",317,357,2.5,2,0,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g32655-d2202132-Reviews-The_Royal_Santa_Monica_Motel-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d2202132-Reviews-The_Royal_Santa_Monica_Motel-Los_Angeles_California.html,4,19
The Voyager Motor Inn,LosAngeles,"6500 Sepulveda Blvd, Los Angeles, CA 91411-1324",318,357,1,13,0,0,0,2,11,https://www.tripadvisor.com/Hotel_Review-g32655-d82496-Reviews-The_Voyager_Motor_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d82496-Reviews-The_Voyager_Motor_Inn-Los_Angeles_California.html,4,122
Islander Motel,LosAngeles,"1130 W Pacific Coast Hwy, Los Angeles, CA 90744-2426",319,357,1.5,3,0,0,1,0,2,https://www.tripadvisor.com/Hotel_Review-g32655-d271606-Reviews-Islander_Motel-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d271606-Reviews-Islander_Motel-Los_Angeles_California.html,4,20
Crown Inn,LosAngeles,"4760 S Broadway, Los Angeles, CA 90037-3254",321,357,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d1636378-Reviews-Crown_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d1636378-Reviews-Crown_Inn-Los_Angeles_California.html,4,9
Los Feliz Motel,LosAngeles,"3101 Los Feliz Blvd, Los Angeles, CA 90039-1506",322,357,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d291209-Reviews-Los_Feliz_Motel-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d291209-Reviews-Los_Feliz_Motel-Los_Angeles_California.html,4,11
Copacabana Inn,LosAngeles,"5304 S Figueroa St, Los Angeles, CA 90037-3728",323,357,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d7126037-Reviews-Copacabana_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d7126037-Reviews-Copacabana_Inn-Los_Angeles_California.html,4,
Willows Motor Lodge,LosAngeles,"8333 Glenoaks Blvd, Los Angeles, CA 91352-3510",324,357,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d271579-Reviews-Willows_Motor_Lodge-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d271579-Reviews-Willows_Motor_Lodge-Los_Angeles_California.html,4,7
Palm Tree Inn,LosAngeles,"8424 Sepulveda Blvd, Los Angeles, CA 91343-6515",325,357,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g32655-d271528-Reviews-Palm_Tree_Inn-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d271528-Reviews-Palm_Tree_Inn-Los_Angeles_California.html,4,60
Budget Inn of North Hills,LosAngeles,"9151 Sepulveda Blvd, Los Angeles, CA 91343-3920",326,357,1,9,0,0,0,0,7,https://www.tripadvisor.com/Hotel_Review-g32655-d3349317-Reviews-Budget_Inn_of_North_Hills-Los_Angeles_California.html,https://www.tripadvisor.com/Hotel_Review-g32655-d3349317-Reviews-Budget_Inn_of_North_Hills-Los_Angeles_California.html,4,50
Oakwood At Marina Pointe,MarinadelRey,"13603 Marina Pointe Dr, Marina del Rey, CA 90292-5583",11,11,4,9,4,2,1,0,0,https://www.tripadvisor.com/Hotel_Review-g32684-d225565-Reviews-Oakwood_At_Marina_Pointe-Marina_del_Rey_California.html,https://www.tripadvisor.com/Hotel_Review-g32684-d225565-Reviews-Oakwood_At_Marina_Pointe-Marina_del_Rey_California.html,3,307
Carl's El Padre Motel,Miami,"5950 Biscayne Blvd, Miami, FL 33137-2223",96,128,2.5,3,0,0,1,0,0,https://www.tripadvisor.com/Hotel_Review-g34438-d3335778-Reviews-Carl_s_El_Padre_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d3335778-Reviews-Carl_s_El_Padre_Motel-Miami_Florida.html,4,10
Hotel Chateaubleau,Miami,"1111 Ponce de Leon Blvd, Miami, FL 33134-3321",98,128,2.5,158,11,21,23,19,42,https://www.tripadvisor.com/Hotel_Review-g34438-d84296-Reviews-Hotel_Chateaubleau-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d84296-Reviews-Hotel_Chateaubleau-Miami_Florida.html,4,118
Oakwood Miami,Miami,"1111 Brickell Bay Dr, Miami, FL 33131-2950",100,128,2,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34438-d235515-Reviews-Oakwood_Miami-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d235515-Reviews-Oakwood_Miami-Miami_Florida.html,4,25
Quality Inn South at the Falls,Miami,"14501 S Dixie Hwy, Miami, FL 33176-7925",102,128,3,152,24,32,17,22,27,https://www.tripadvisor.com/Hotel_Review-g34438-d85039-Reviews-Quality_Inn_South_at_the_Falls-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d85039-Reviews-Quality_Inn_South_at_the_Falls-Miami_Florida.html,4,100
Jefferson Hotel,Miami,"528 SW 9th Ave, Miami, FL 33130-2517",103,128,2.5,30,1,5,5,1,6,https://www.tripadvisor.com/Hotel_Review-g34438-d12396566-Reviews-Jefferson_Hotel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d12396566-Reviews-Jefferson_Hotel-Miami_Florida.html,4,33
Knights Inn Miami Motel Bianco,Miami,"5255 Biscayne Blvd, Miami, FL 33137-3231",104,128,3,519,22,43,47,28,64,https://www.tripadvisor.com/Hotel_Review-g34438-d1673050-Reviews-Knights_Inn_Miami_Motel_Bianco-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d1673050-Reviews-Knights_Inn_Miami_Motel_Bianco-Miami_Florida.html,4,39
Starlite East Motel,Miami,"130 SW 7th St, Miami, FL 33130-2914",105,128,2.5,7,1,0,1,1,0,https://www.tripadvisor.com/Hotel_Review-g34438-d1634564-Reviews-Starlite_East_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d1634564-Reviews-Starlite_East_Motel-Miami_Florida.html,4,11
Miami Sun Hotel,Miami,"226 NE 1st Ave, Miami, FL 33132",106,128,2,177,8,11,13,9,42,https://www.tripadvisor.com/Hotel_Review-g34438-d644417-Reviews-Miami_Sun_Hotel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d644417-Reviews-Miami_Sun_Hotel-Miami_Florida.html,4,90
Leamington Hotel,Miami,"307 NE 1st St, Miami, FL 33132-2505",107,128,2,470,4,18,37,35,156,https://www.tripadvisor.com/Hotel_Review-g34438-d557002-Reviews-Leamington_Hotel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d557002-Reviews-Leamington_Hotel-Miami_Florida.html,4,105
Motel Blu,Miami,"7700 Biscayne Blvd, Miami, FL 33138-5132",108,128,2,443,27,40,27,28,112,https://www.tripadvisor.com/Hotel_Review-g34438-d679148-Reviews-Motel_Blu-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d679148-Reviews-Motel_Blu-Miami_Florida.html,4,62
Wishes Motel,Miami,"3530 Biscayne Blvd, Miami, FL 33137-3859",111,128,1.5,75,2,4,2,4,34,https://www.tripadvisor.com/Hotel_Review-g34438-d87096-Reviews-Wishes_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d87096-Reviews-Wishes_Motel-Miami_Florida.html,4,31
Seven Seas Motel,Miami,"5940 Biscayne Blvd, Miami, FL 33137-2223",112,128,2,5,0,1,0,0,2,https://www.tripadvisor.com/Hotel_Review-g34438-d2276026-Reviews-Seven_Seas_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d2276026-Reviews-Seven_Seas_Motel-Miami_Florida.html,4,50
Orange Grove Motel,Miami,"7160 SW 8th St, Miami, FL 33144-4660",114,128,1,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34438-d1638066-Reviews-Orange_Grove_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d1638066-Reviews-Orange_Grove_Motel-Miami_Florida.html,4,52
Sun Aire Motel,Miami,"4871 W Flagler St, Miami, FL 33134-1472",115,128,1,2,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34438-d1636933-Reviews-Sun_Aire_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d1636933-Reviews-Sun_Aire_Motel-Miami_Florida.html,4,14
27th Ave Motel,Miami,"8929 NW 27th Ave, Miami, FL 33147-3557",116,128,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34438-d1636877-Reviews-27th_Ave_Motel-Miami_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34438-d1636877-Reviews-27th_Ave_Motel-Miami_Florida.html,4,20
Broadmoor Hotel,MiamiBeach,"7450 Ocean Ter, Miami Beach, FL 33141-2719",197,214,3,552,69,88,97,65,91,https://www.tripadvisor.com/Hotel_Review-g34439-d85114-Reviews-Broadmoor_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d85114-Reviews-Broadmoor_Hotel-Miami_Beach_Florida.html,4,92
Majestic Hotel South Beach,MiamiBeach,"660 Ocean Dr, Miami Beach, FL 33139-6219",198,214,3,805,84,130,120,99,147,https://www.tripadvisor.com/Hotel_Review-g34439-d1011427-Reviews-Majestic_Hotel_South_Beach-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d1011427-Reviews-Majestic_Hotel_South_Beach-Miami_Beach_Florida.html,4,49
Miami Beach North Plaza Hotel,MiamiBeach,"8701 Collins Ave, Miami Beach, FL 33154-3403",199,214,2.5,268,4,15,19,29,31,https://www.tripadvisor.com/Hotel_Review-g34439-d495392-Reviews-Miami_Beach_North_Plaza_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d495392-Reviews-Miami_Beach_North_Plaza_Hotel-Miami_Beach_Florida.html,4,225
AAE Miami Beach Lombardy Hotel,MiamiBeach,"6300 Collins Ave, Miami Beach, FL 33141-4622",200,214,3,275,10,19,25,13,23,https://www.tripadvisor.com/Hotel_Review-g34439-d1507064-Reviews-AAE_Miami_Beach_Lombardy_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d1507064-Reviews-AAE_Miami_Beach_Lombardy_Hotel-Miami_Beach_Florida.html,4,50
Hotel Edison,MiamiBeach,"960 Ocean Drive, Miami Beach, FL 33139",201,214,NA,2,0,1,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34439-d13457247-Reviews-Hotel_Edison-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d13457247-Reviews-Hotel_Edison-Miami_Beach_Florida.html,4,
Hotel Pierre,MiamiBeach,"216 43rd St, Miami Beach, FL 33140-3209",202,214,2.5,153,13,13,6,10,37,https://www.tripadvisor.com/Hotel_Review-g34439-d3533509-Reviews-Hotel_Pierre-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d3533509-Reviews-Hotel_Pierre-Miami_Beach_Florida.html,4,51
Parisian Hotel & Suites,MiamiBeach,"1510 Collins Ave, Miami Beach, FL 33139-3111",203,214,2,140,2,9,10,9,43,https://www.tripadvisor.com/Hotel_Review-g34439-d267917-Reviews-Parisian_Hotel_Suites-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d267917-Reviews-Parisian_Hotel_Suites-Miami_Beach_Florida.html,4,72
South Beach Villas,MiamiBeach,"1201 West Ave., #4, Miami Beach, FL 33139",204,214,3,20,3,5,2,4,3,https://www.tripadvisor.com/Hotel_Review-g34439-d123400-Reviews-South_Beach_Villas-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d123400-Reviews-South_Beach_Villas-Miami_Beach_Florida.html,4,15
Venezia Hotel,MiamiBeach,"3865 Indian Creek Drive, Miami Beach, FL 33140-3796",205,214,2,157,0,11,15,6,56,https://www.tripadvisor.com/Hotel_Review-g34439-d225171-Reviews-Venezia_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d225171-Reviews-Venezia_Hotel-Miami_Beach_Florida.html,4,49
Boulevard Hotel,MiamiBeach,"740 Ocean Dr, Miami Beach, FL 33139-6220",206,214,2,177,6,5,8,8,85,https://www.tripadvisor.com/Hotel_Review-g34439-d101434-Reviews-Boulevard_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d101434-Reviews-Boulevard_Hotel-Miami_Beach_Florida.html,4,30
Hawaii Hotel,MiamiBeach,"7430 Ocean Ter, Miami Beach, FL 33141-2719",208,214,2,155,13,10,15,18,45,https://www.tripadvisor.com/Hotel_Review-g34439-d120360-Reviews-Hawaii_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d120360-Reviews-Hawaii_Hotel-Miami_Beach_Florida.html,4,40
DW Oceanfront Resort,MiamiBeach,"5445 Collins Ave, Miami Beach, FL 33140-2568",209,214,2,36,0,1,0,2,18,https://www.tripadvisor.com/Hotel_Review-g34439-d7221833-Reviews-DW_Oceanfront_Resort-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d7221833-Reviews-DW_Oceanfront_Resort-Miami_Beach_Florida.html,4,50
Atlantic Beach Hotel,MiamiBeach,"3400 Collins Ave., Miami Beach, FL 33139",210,214,1.5,55,1,2,2,2,29,https://www.tripadvisor.com/Hotel_Review-g34439-d120457-Reviews-Atlantic_Beach_Hotel-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d120457-Reviews-Atlantic_Beach_Hotel-Miami_Beach_Florida.html,4,43
Greystone Hotel South Beach,MiamiBeach,"1920 Collins Ave, Miami Beach, FL 33139-1912",212,214,1,1,0,0,0,0,1,https://www.tripadvisor.com/Hotel_Review-g34439-d275378-Reviews-Greystone_Hotel_South_Beach-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d275378-Reviews-Greystone_Hotel_South_Beach-Miami_Beach_Florida.html,4,60
Beekman Hotel Suites on the Ocean,MiamiBeach,"9499 Collins Ave, Miami Beach, FL 33154-2639",213,214,1,8,0,0,0,0,7,https://www.tripadvisor.com/Hotel_Review-g34439-d85068-Reviews-Beekman_Hotel_Suites_on_the_Ocean-Miami_Beach_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34439-d85068-Reviews-Beekman_Hotel_Suites_on_the_Ocean-Miami_Beach_Florida.html,4,125
World Tennis Center Resort,Naples,"4800 Airport Rd., Naples, FL 34105",45,59,4.5,11,8,2,0,1,0,https://www.tripadvisor.com/Hotel_Review-g34467-d225178-Reviews-World_Tennis_Center_Resort-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d225178-Reviews-World_Tennis_Center_Resort-Naples_Florida.html,4,86
Flamingo Fairways,Naples,"8135 Celeste Dr, Naples, FL 34113-1650",46,59,5,1,1,0,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34467-d483707-Reviews-Flamingo_Fairways-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d483707-Reviews-Flamingo_Fairways-Naples_Florida.html,4,67
Vanderbilt Inn,Naples,"11000 Gulf Shore Drive North, Naples, FL 34108",47,59,5,1,1,0,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34467-d1161180-Reviews-Vanderbilt_Inn-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d1161180-Reviews-Vanderbilt_Inn-Naples_Florida.html,4,103
Naples Bath and Tennis Club,Naples,"4995 Airport Road, Naples, FL 34105",48,59,4.5,2,1,1,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34467-d296355-Reviews-Naples_Bath_and_Tennis_Club-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d296355-Reviews-Naples_Bath_and_Tennis_Club-Naples_Florida.html,4,217
Naples Courtyard Inn,Naples,"2630 Tamiami Trl N, Naples, FL 34103-4409",49,59,3.5,336,61,64,31,26,39,https://www.tripadvisor.com/Hotel_Review-g34467-d258326-Reviews-Naples_Courtyard_Inn-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d258326-Reviews-Naples_Courtyard_Inn-Naples_Florida.html,4,76
Gondolier Apartments & Inn,Naples,"407 8th Ave S, Naples, FL 34102-6866",50,59,4.5,34,20,9,0,1,1,https://www.tripadvisor.com/Hotel_Review-g34467-d596207-Reviews-Gondolier_Apartments_Inn-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d596207-Reviews-Gondolier_Apartments_Inn-Naples_Florida.html,4,8
Grand Inn of Naples,Naples,"1100 Pine Ridge Rd, Naples, FL 34108-8909",51,59,2.5,5,1,0,1,1,2,https://www.tripadvisor.com/Hotel_Review-g34467-d124003-Reviews-Grand_Inn_of_Naples-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d124003-Reviews-Grand_Inn_of_Naples-Naples_Florida.html,4,104
Seashell Motel,Naples,"82 9th St S, Naples, FL 34102-6262",52,59,3.5,143,22,27,21,9,11,https://www.tripadvisor.com/Hotel_Review-g34467-d2187896-Reviews-Seashell_Motel-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d2187896-Reviews-Seashell_Motel-Naples_Florida.html,4,31
Falling Waters,Naples,"2300 Hidden Lake Dr Apt 8, Naples, FL 34112-2764",53,59,4.5,6,1,2,0,0,0,https://www.tripadvisor.com/Hotel_Review-g34467-d1181996-Reviews-Falling_Waters-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d1181996-Reviews-Falling_Waters-Naples_Florida.html,4,139
Mariner Apartments & Motel,Naples,"1295 Gulf Shore Blvd S, Naples, FL 34102-7226",54,59,3.5,62,16,12,4,1,13,https://www.tripadvisor.com/Hotel_Review-g34467-d887039-Reviews-Mariner_Apartments_Motel-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d887039-Reviews-Mariner_Apartments_Motel-Naples_Florida.html,4,34
Super 8 Naples,Naples,"3880 Tollgate Blvd, Naples, FL 34114-5444",55,59,3,338,54,76,73,33,55,https://www.tripadvisor.com/Hotel_Review-g34467-d240088-Reviews-Super_8_Naples-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d240088-Reviews-Super_8_Naples-Naples_Florida.html,4,104
Quality Inn and Suites Golf Resort,Naples,"4100 Golden Gate Pkwy, Naples, FL 34116-6522",56,59,3,227,22,53,53,31,32,https://www.tripadvisor.com/Hotel_Review-g34467-d85226-Reviews-Quality_Inn_and_Suites_Golf_Resort-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d85226-Reviews-Quality_Inn_and_Suites_Golf_Resort-Naples_Florida.html,4,150
Spinnaker Inn of Naples,Naples,"6600 Dudley Dr, Naples, FL 34105",57,59,2.5,98,6,7,14,13,23,https://www.tripadvisor.com/Hotel_Review-g34467-d1403114-Reviews-Spinnaker_Inn_of_Naples-Naples_Florida.html,https://www.tripadvisor.com/Hotel_Review-g34467-d1403114-Reviews-Spinnaker_Inn_of_Naples-Naples_Florida.html,4,110
